username	tweet	hashtags	mentions
RBC	@Emilyandelissa RBC Avion Rewards simply provides additional access to ticket opportunities, we have no say to who gets chosen. Avion Rewards members will continue to have opportunities to win tickets in the lead up to Taylor Swift | The Eras Tour dates in Toronto!  ^SF	[]	['Emilyandelissa']
deathrockroll	"RT @TheSwiftSociety: Throw��| 2 months ago Taylor Swift released ""Midnights""  

— The album broke countless records including the biggest Sp…"	[]	['TheSwiftSociety']
JimmyKimmelLive	.@LauraDern on starring in Taylor Swift’s music video… �� #Bejeweled @TaylorSwift13 https://t.co/ALex9TH9O0	['Bejeweled']	['LauraDern', 'taylorswift13']
DollRevolution	RT @butwhatcanitay: not to be dramatic but a hug from taylor swift would clear my skin, cure my anxiety and solve all of my problems	[]	['butwhatcanitay']
r2integrated	@Buzzfeed and @BBC gave Taylor Swift grief about her new music video…but did they overlook the real genius here?  http://bit.ly/shake-it-off-digital-strategy …	[]	['buzzfeed', 'bbc']
vksmith	"RT @PopCrave: Noel Gallagher jokes to @RollingStone that his comments on Matty Healy caused the reported breakup with Taylor Swift:

“Taylo…"	[]	['PopCrave', 'RollingStone']
TMZ	"TMZ
Sep 13From a live nip slip to a meat dress, that kiss, that snake and Kayne storming Taylor Swift's acceptance speech, you never know what's going to happen at the VMAs (via 
@toofab
)
The 30 Wildest VMA Moments of All Time
From a nip slip to a the Kanye/Taylor moment...
toofab.com"	[]	['TMZ', 'toofab']
screamkxng	"RT @tswifterastour: 🚨| Taylor Swift describing herself in her new song “You’re Losing Me”

“I wouldn’t marry me either. A pathological peop…"	[]	['tswifterastour']
offbeatorbit	RT @josephlongo_: Imagine if Taylor Swift's Midnights album is just 13 white noise songs to fall asleep to	[]	['josephlongo_']
rbergin	"@HowDoIBeWhole Don’t mess with NATO countries or Taylor Swift pre-sale tickets. 

Putin is bad guy. 

Ticketmaster is just a crap shoot of a ticket company."	[]	['HowDoIBeWhole']
alibris	MT @notsoproblogger If You Like Taylor Swift's Music, You Might Enjoy These Books  http://on.mash.to/1cLhV0J  via @mashable @Qloo	[]	['mashable', 'qloo']
pandemona	"@pandemona ""I'm smiling but I'm really crying that I can't play taylor swift. thank god for these sweet shades."""	[]	['pandemona']
musicnotes	"Enjoy Musicnotes Signature Artist @keudaepiano's beautiful rendition of ""illicit affairs"" by Taylor Swift!

▶️ Watch now:  https://www.youtube.com/watch?v=JEp_mnudn-k …
�� Sheet music:  https://www.musicnotes.com/l/illicitaffairs-keudae …"	[]	['keudaepiano']
2weeksfromlou	RT @malthearcher: i kinda hate hate hate how miss americana has been reduced down to “taylor swift came out as a democrat and pro gay” inst…	[]	['malthearcher']
vogueandcoffee	RT @cocoburbank: Taylor Swift just finished doing 2 shows at Levi's Stadium. Before she left Santa Clara, she made a donation to the food b…	[]	['cocoburbank']
c0wb0yIikeme	"RT @ThrowbackTaylor: 8 years ago today, taylor swift covered “riptide” for bbc1's live lounge.

october 9, 2014

 https://t.co/LyMJytl3J1"	[]	['ThrowbackTaylor']
jornalistavitor	Vai chover? Veja a previsão do tempo para os shows de Taylor Swift em São Paulo @CNNBrasil https://t.co/GBcTtWS5jH	['']	['CNNBrasil']
EveningStandard	"In Paris, I’m regularly made to feel, à la Taylor Swift, that if there is a problem, it’s me. You came to Paris without your own coat hangers? L’idiot.

✍️ @SimonEngStand https://t.co/qi5Im7vgTd"	[]	['SimonEngStand']
sarah_ross	A Brief History of Taylor Swift’s ‘Special Place in Hell for Women’ - The Cut  http://nymag.com/thecut/2013/03/brief-history-of-taylor-swifts-hell-quote.html … via @thecut	[]	['thecut']
snapsstudio	Scott's behind the scenes shots for Disney.Taylor Swift Channels Rapunzel For Disney Ad: First Look!  http://et.tv/Wtsmzc  via @ETonlineAlert	[]	['etonlinealert']
lorainccc	Success CoachToth MT @mr_toth If using Taylor Swift songs helps you  understand what visceral means, I will do so in the name of academia	[]	['mr_toth']
Schmidtlepp	RT @morninggloria: Taylor Swift should schedule a massive live concert event to air at the exact same time as the CNN Trump town hall, on a…	[]	['morninggloria']
sblogga	"RT @TrueEager: To all the Kamala-bashers out there.

...and Taylor Swift bashers ...

...and Chrystia Freeland, Anita Anand, Melanie Joly,…"	['']	['TrueEager']
CabeyoFairyy	"RT @BuzzingPop: “I’m gonna make and release many albums as humanly possible.”

— Taylor Swift during her #ErasTour in LA https://t.co/C9wS3…"	['ErasTour']	['BuzzingPop']
onechampionship	Enjoy the replay of One World: Together At Home, featuring appearances by Lady Gaga, Taylor Swift, The Rolling Stones, Sam Smith, Jennifer Lopez, and more! @glblctzn @WHO #WeAreONE #ONEChampionship #TogetherAtHome #ONEAtHome https://twitter.com/i/broadcasts/1RDxlQqeVAgKL …	['#weareone', '#onechampionship', '#togetherathome', '#oneathome']	['glblctzn', 'who']
sebccubus	RT @PopCrave: Taylor Swift and Sabrina Carpenter laugh about their height difference at the #AMAs https://t.co/n1tdhAmtdr	['AMAs']	['PopCrave']
thisbemesara	"RT @TIME: Taylor Swift will not be in attendance at the Senate hearing that will address Ticketmaster’s fiasco managing her ""The Eras Tour""…"	[]	['TIME']
piyushn	@OziAmanat They've got a small amount of Pre Registered Users but Taylor Swift has signed an exclusive Contract with #Tidal	['#tidal']	['oziamanat']
ee	Hiye Kate! Yas, I love me so Taylor Swift! What did you think of folklore? I'll forward this on to the relevant team for you. : ) -Mickey P	[]	['k8ruthcreations']
13surur	RT @MrNarci: so @diljitdosanjh seeing as you’re collaborating with ar rahman on imtiaz ali’s next, can you get taylor swift in for the coll…	[]	['MrNarci', 'diljitdosanjh']
viggle	Check out Taylor Swift perform the National Anthem at the age of 12... [ http://ow.ly/E8zkN ] via @vulture	[]	['vulture']
billboard	"billboard
3h""Adele wasn't feeling this?"" Watch 
@Macklemore
’s 6-year-old daughter adorably roast Dad's upcoming single #NextYear.
billboard.com
Macklemore's 6-Year-Old Daughter Roasts His New Song, Says Taylor Swift or Adele Could Make It...
Macklemore's 6-year-old daughter Sloane got an early listen to her dad's upcoming single ""Next Year"" and had lots of feedback to give him."	['NextYear']	['billboard', 'Macklemore']
TheChewDefense	RT @PopCrave: The New Jersey State Police is urging fans of Taylor Swift not to attend her shows at MetLife Stadium unless they have a tick…	[]	['PopCrave']
luashry	"RT @mxhrsn: @beepopofc comecem a falar mal da taylor swift EU IMPLORO

inventem fake news, qualquer coisa, preciso garantir meu ingresso!!"	[]	['mxhrsn', 'beepopofc']
blahssome	RT @twinkatonn: taylor swift reminds me of all the upper middle-class liberal girls in uni who'd date raging sanghis who'd routinely call m…	[]	['twinkatonn']
__ubereatzz	"RT @blxckie___: THE4MULA. ��
THANK YOU. LETS GO HARDER. ��

(anisuseni uTaylor Swift bafethu ngeke phela��) https://t.co/hO2MiXQS0z"	[]	['blxckie___']
mygiantrobot	RT @ITYSL_memes: I think it’s really cool that Taylor Swift wrote a song from the perspective of the main character in an I Think You Shoul…	[]	['ITYSL_memes']
fiyaevermore	"RT @sassygayroot: I don't even know where to begin gasping from. Is it the ""aka Taylor Swift"" bit? Because no one is also knowing her as Ta…"	[]	['sassygayroot']
CosmopolitanUK	"Cosmopolitan UK
14hFans can't get over how much Nicole Kidman looks like Taylor Swift in new pic
cosmopolitan.com
Fans can't get over how much Nicole Kidman looks like Taylor Swift in new pic
Uncanny"	[]	['CosmopolitanUK']
TheScotsman	"The Scotsman
13hToday is the release of Taylor Swift's second re-recorded album, Red, and the premiere of the All Too Well short film - but why is the singer re-recording her old songs in the first place?
scotsman.com
Here's why Taylor Swift is re-recording her albums and how to watch All Too Well short film
Red (Taylor’s Version) is the second album that Taylor Swift has re-recorded, with the first being Fearless (Taylor’s Version)."	[]	['TheScotsman']
ellagreer13_	Kind of hate the pictures but I don't know how it gets better than Taylor Swift club nights, can't waittttt 🫶💛 @taylorswift13 @taylornation13 https://t.co/TxtJQutq31	[]	['taylorswift13', 'taylornation13']
lucasoilstadium	"The Taylor Swift reputation Stadium Tour visits @LucasOilStadium this Saturday!
Gates Open: 5:00 p.m.
Concert Start: 7:00 p.m.
A clear bag policy is in effect.
Additional Event Information:  http://ow.ly/R3W530lMg8q  pic.twitter.com/5ea184NVwg"	[]	['lucasoilstadium']
WereGeek	RT @alirayl: Taylor Swift could spin up a brand new company, hire all the engineers just let go by Twitter, and have a resilient, scalable,…	[]	['alirayl']
greedymotivez	RT @greedymotivez: fun fact: when you add up all the numbers in taylor swift's birthday (12+13+1989), you get 2014, which is the year that…	[]	['greedymotivez']
fiyaevermore	RT @elamin88: Walking up to strangers and asking them how they plan to celebrate Taylor Swift’s birthday	[]	['elamin88']
thetoyman1	"RT @tracegallagher: NIGHTCAP QUESTION:

What do you like or dislike about Taylor Swift?

Comment below for a chance to be featured on tonig…"	[]	['tracegallagher']
cmcdtla	Taylor Swift rocks @kensie_clothing !! Shop Kensie at the CMC, in suite B388!  http://californiamarketcenter.blogspot.com/2011/11/taylor-swift-rocks-kensie.html …	[]	['kensie_clothing']
chegg	@BadGalAngyyy You’ve won 2 tickets to Taylor Swift’s #1989WorldTour in Philadelphia! DM us your email by 9pm PDT tonight :)	['#1989worldtour']	['badgalangyyy']
maurafriedman	If you like Taylor Swift or me or @jesfryar or @thebitteralibi and live in Chattanooga, I'll see y'all in an hour:  https://www.facebook.com/events/407150336108077/ …	[]	['thebitteralibi']
longdrivesouth	RT @CarlyOlson_: My first A1 since coming back to @latimes! Taylor Swift’s Eras tour will soon provide a boost to LA’s tourism economy. Str…	[]	['CarlyOlson_', 'latimes']
michaelsclair	RT @MikeBeauvais: BREAKING: Taylor Swift spotted out in New York City with Home Improvement hunk Richard Karn after her split with The 1975…	[]	['MikeBeauvais']
PlumIsTooRipe	RT @MegNumbers: What I’m learning from Barbie and the Taylor Swift tour is that women want to get dressed up and go places and have fun and…	[]	['MegNumbers']
ArtistAJ17	RT @ArtistAJ17: I painted this oil painting of Taylor Swift! It took me almost 2 months to finish. I think it's my best oil painting so far…	[]	['ArtistAJ17']
TrialByTruth	@lilianedwards I didn't realise ChatGPT doesn't interrogate links encountered as part of data analysis. A friend asked ChatGPT for an opinion on Taylor Swift becoming a UN AI ambassador. Supplying a made up landing page for the UN site. It listed many points about the completely made up story	[]	['lilianedwards']
_paigeleanne	i remember when me @bloodkatie & @jasminspear use to get together before school and listen to Taylor swift. #cute 💗🎶	['#cute']	['bloodkatie', 'jasminspear']
lsh	"So, this nails the early 30s... ""32"" Is The Realistic Parody Of Taylor Swift's ""22"" You've Been Waiting For  http://www.buzzfeed.com/whitneyjefferson/32-is-the-realistic-parody-of-taylor-swifts-22-youve-been-wa … @BuzzFeed"	[]	['buzzfeed']
ETCanada	"ET Canada
16hTaylor Swift went a little ""nutty"" for #Halloween
etcanada.com
Taylor Swift Rocks A ‘Hot Squirrel’ Costume For Halloween
Fans are going nuts for Taylor Swift's Halloween costume.  The ""Wildest Dreams"" singer took to Instagram to share some photos of her hilarious ensemble on Sunday, Oct. 31. [readmore label=""READ MORE:..."	['Halloween']	['ETCanada']
kelsienick0531	"LOS ANGELES, CALIFORNIA TAYLOR SWIFT FANS @goldentv99 is selling TWO TICKETS to the show ON AUGUST 9th (8/9) for $366 EACH

DM THEM TO PURCHASE!

BE SURE TO PAY ONLY WITH PAYPAL GOODS AND SERVICES **NOT FAMILY AND FRIENDS** https://t.co/CmTZTzA1ni"	[]	['goldentv99']
jenkirk72	"RT @7Veritas4: Taylor Swift keeps showing up late to the weekly government psy-ops meetings.

I’ll shake it off for now, but if it continue…"	['']	['7Veritas4']
wood_brwood333	RT @lance_cotten: That moment Taylor Swift Tells her dad she’s not staying quiet anymore! “@MarshaBlackburn is wrong and doesn’t stand for…	[]	['lance_cotten', 'MarshaBlackburn']
bridgetfeehan13	"@gege_tswift
 happy birthday to the most beautiful and gorgeous person. I hope you have an awesome day and get all the presents you want. I hope you get spoilt because you totally deserve it. I hope you get Taylor swift presents for your birthday. Enjoy your special day "	[]	['gege_tswift']
euniceindaeyooo	"RT @blessedswifty: Taylor Swift's gowns in ""Enchanted"" appreciation tweet.

—  Which one is your favorite? https://t.co/zrIL0xfFkZ"	[]	['blessedswifty']
jallepap	@civomarva @mattblaze I am the same way when it comes to pop culture.  For instance there is a person called 'Taylor Swift' (I think) who has had an impact on Twitter. I have no idea who that is.  But I'm willing to believe he or she has made a significant contribution in his/her area of experience.	[]	['civomarva', 'mattblaze']
EarthyArchetype	RT @JoshuaPotash: It’s cool that everyone is calling out Taylor Swift and celebrities, but the scale of the problem means the richest 10% c…	[]	['JoshuaPotash']
kjbennettbeauty	It's very Celine Dion - #justsayin RT @JohnnyLavoy: I think Taylor Swift dress looks to mature  . It's very Cache	['#justsayin']	['johnnylavoy']
yahoolifestyle	Women of the week: Taylor Swift's call to action spikes voter registration  https://yhoo.it/2CHbRig  @MAKERSwomen pic.twitter.com/VsT3GE50aB	[]	['makerswomen']
prashantdocean	"B. Taylor Swift 

#CatsMovie #RomedyNow
@catsmovie
@RomedyNow
@aakash_beast786
@sengodan4
@gopalsanthosh0
@tweettovikki
@kapil_vinayak_
@Monu_17
@Sandeeppalo_13
@Sagar14Naik
@Navyavegi"	['#catsmovie', '#romedynow']	['romedynow', 'catsmovie', 'aakash_beast786', 'sengodan4', 'gopalsanthosh0', 'tweettovikki', 'kapil_vinayak_', 'monu_17', 'sandeeppalo_13', 'sagar14naik', 'navyavegi']
XaiaX	"RT @SwiftOnSecurity: Oh thank god they have a whole website to teach Taylor Swift fans how a bus works. This is the innovation I need.
http…"	[]	['SwiftOnSecurity']
planetjedward	Y’all are best friends with Taylor swift we see! So happy for our mutual friend what an Iconic legend	[]	['imcalledvanessa']
lovvewolf	RT @GMA: Taylor Swift delivered on her promise to a fan who missed her prior tour due to hospitalization ❤️ https://t.co/aGyjR8lFJy https:/…	[]	['GMA']
Lizzle_McNizzle	RT @Mollyploofkins: “That’s classified.” Donning his iconic aviators, President Biden addresses his alleged conspiracy with Taylor Swift.…	['']	['Mollyploofkins']
taylornation13	Catch 'Taylor Swift: A Photo Experience’ @thebme Now-23 Mar! See pics & costumes from Red, Speak Now & Fearless!!!  http://tswift.co/1dJjLPB 	[]	['thebme']
aliceandolivia	Love her! TAYLOR SWIFT stepped out in @aliceandolivia Vance Boatneck Boxy Raglan Top and the Blaise Trapeze Skirt  pic.twitter.com/COwR2ZWgui”	[]	['aliceandolivia']
MykyRadu	"RT @TrungTPhan: Taylor Swift was in talks to sign a $100m sponsorship deal with FTX.

But then actually asked “can you tell me that these a…"	[]	['TrungTPhan']
simsimmaaz	RT @defnoodles: TODAY IN SHADE: Khloe Kardashian throws shade at Taylor Swift. Khloe liked a post referencing Kris Jenner leaked Taylor Swi…	[]	['defnoodles']
AuthorArianna	"RT @ThrowbackTaylor: 12 years ago today, taylor swift’s reaction when a fan told her that “better than revenge is awesome” 

october 25, 20…"	[]	['ThrowbackTaylor']
TimesProperty	Chef @JohnTorode1 on house rules, outfoxing foxes and why he dances alone to Taylor Swift in the kitchen https://t.co/jyEuEJqGXb	[]	['JohnTorode1']
